#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_aachen_adj;Aachener;;;;;;;;;;;;;x
c_aalst_adj;Aalster;;;;;;;;;;;;;x
c_aargau_adj;Aargauer;aargauer;;;;;;;;;;;;x
c_ashli_adj_slovieni;Oshelian;Oshel;Oshel;;Oshel;;;;;;;;;x
c_ashli_adj_russian;Oshel;;;;;;;;;;;;;x
c_ashli_adj_serbian;Oshelian;Oshel;Oshel;;Oshel;;;;;;;;;x
c_asirgarh_adj;Asirgarhi;;;;;;;;;;;;;x
c_asmena_adj;Ašmena;;;;;;;;;;;;;x
c_asni_adj;Asni;;;;;;;;;;;;;x
c_assab_adj;Assabi;;;;;;;;;;;;;x
c_asti_adj;Astigian;;;;;;;;;;;;;x
c_aswan_adj;Aswání;;;;;;;;;;;;;x
c_aswan_adj_greek;Syenan;Syene;;;;;;;;;;;;x
c_asyut_adj;Asyútí;;;;;;;;;;;;;x
c_asyut_adj_greek;Lykopolitan;Lykopolis;;;;;;;;;;;;x
c_atheniai_adj_central_italian;Atenian;Atene;;;;;;;;;;;;x
c_atheniai_adj_corsican;Atenian;Atene;;;;;;;;;;;;x
c_atheniai_adj_dalmatian;Atenian;Atene;;;;;;;;;;;;x
c_atheniai_adj_frankish;Athènian;Athènes;;;;;;;;;;;;x
c_atheniai_adj_italian;Atenian;Atene;;;;;;;;;;;;x
c_atheniai_adj_ligurian;Atenian;Atene;;;;;;;;;;;;x
c_atheniai_adj_neapolitan;Atenian;Atene;;;;;;;;;;;;x
c_atheniai_adj_norman;Athènian;Athènes;;;;;;;;;;;;x
c_atheniai_adj_oghuz;Atinian;Atina;;;;;;;;;;;;x
c_atheniai_adj_sardinian;Atenian;Atene;;;;;;;;;;;;x
c_atheniai_adj_sicilian;Atenian;Atene;;;;;;;;;;;;x
c_atheniai_adj_southern_italian;Atenian;Atene;;;;;;;;;;;;x
c_atheniai_adj_turkish;Atinian;Atina;;;;;;;;;;;;x
c_atheniai_adj_turkmen;Atinian;Atina;;;;;;;;;;;;x
c_atheniai_adj_tuscan;Atenian;Atene;;;;;;;;;;;;x
c_atheniai_adj_venetian;Atenian;Atene;;;;;;;;;;;;x
c_atholl_adj;Atholleach;;;;;;;;;;;;;x
c_atlas_mnt_adj;Táhartí;;;;;;;;;;;;;x
c_attaleia_adj_central_italian;Sattalian;Sattalia;;;;;;;;;;;;x
c_attaleia_adj_corsican;Sattalian;Sattalia;;;;;;;;;;;;x
c_attaleia_adj_dalmatian;Sattalian;Sattalia;;;;;;;;;;;;x
c_attaleia_adj_frankish;Sattalian;Sattalie;;;;;;;;;;;;x
c_attaleia_adj_italian;Sattalian;Sattalia;;;;;;;;;;;;x
c_attaleia_adj_ligurian;Sattalian;Sattalia;;;;;;;;;;;;x
c_attaleia_adj_neapolitan;Sattalian;Sattalia;;;;;;;;;;;;x
c_attaleia_adj_norman;Sattalian;Sattalie;;;;;;;;;;;;x
c_attaleia_adj_oghuz;Antáliyyan;Antáliyya;;;;;;;;;;;;x
c_attaleia_adj_sardinian;Sattalian;Sattalia;;;;;;;;;;;;x
c_attaleia_adj_sicilian;Sattalian;Sattalia;;;;;;;;;;;;x
c_attaleia_adj_southern_italian;Sattalian;Sattalia;;;;;;;;;;;;x
c_attaleia_adj_turkish;Atalyan;Atalya;;;;;;;;;;;;x
c_attaleia_adj_turkmen;Antáliyyan;Antáliyya;;;;;;;;;;;;x
c_attaleia_adj_tuscan;Sattalian;Sattalia;;;;;;;;;;;;x
c_attaleia_adj_venetian;Sattalian;Sattalia;;;;;;;;;;;;x
c_attundaland_adj;Attundalandr;;;;;;;;;;;;;x
c_atzele_adj;Atzelei;;;;;;;;;;;;;x
c_augsburg_adj;Augsburger;;;;;;;;;;;;;x
c_aunis_adj;Aunisian;;;;;;;;;;;;;x
c_auxois_adj;Auxois;;;;;;;;;;;;;x
c_avila_adj;Abulense;;;;;;;;;;;;;x
c_awkar_adj;Awkarí;;;;;;;;;;;;;x
c_ayaguz_adj;Ayaguzi;;;;;;;;;;;;;x
c_aydhab_adj;Aydhaban;;;;;;;;;;;;;x
c_aydhab_adj_greek;Berenikan;Berenike;;;;;;;;;;;;x
c_aydhab_adj_roman;Berenikan;Berenike;;;;;;;;;;;;x
c_az_zarqa_adj_greek;Basienan;Basienis;;;;;;;;;;;;x
c_azov_adj;Azaqan;;;;;;;;;;;;;x
c_azov_adj_arberian;Tanaisan;;;;;;;;;;;;;x
c_azov_adj_armenian;Tanaisan;;;;;;;;;;;;;x
c_azov_adj_bohemian;Azovan;;;;;;;;;;;;;x
c_azov_adj_bolghar;Buzanian;;;;;;;;;;;;;x
c_azov_adj_bosnian;Azovan;;;;;;;;;;;;;x
c_azov_adj_bulgarian;Azovan;;;;;;;;;;;;;x
c_azov_adj_carantanian;Azovan;;;;;;;;;;;;;x
c_azov_adj_central_italian;Tanan;;;;;;;;;;;;;x
c_azov_adj_corsican;Tanan;;;;;;;;;;;;;x
c_azov_adj_crimean_gothic;Tanaiskvíslian;;;;;;;;;;;;;x
c_azov_adj_croatian;Azovan;;;;;;;;;;;;;x
c_azov_adj_dalmatian;Tanan;;;;;;;;;;;;;x
c_azov_adj_georgian;Tanaisan;;;;;;;;;;;;;x
c_azov_adj_greek;Tanaisan;;;;;;;;;;;;;x
c_azov_adj_italian;Tanan;;;;;;;;;;;;;x
c_azov_adj_khavar;Buzanian;;;;;;;;;;;;;x
c_azov_adj_khazar;Buzanian;;;;;;;;;;;;;x
c_azov_adj_ligurian;Tanan;;;;;;;;;;;;;x
c_azov_adj_lithuanian;Azovan;;;;;;;;;;;;;x
c_azov_adj_slovieni;Azovan;;;;;;;;;;;;;x
c_azov_adj_neapolitan;Tanan;;;;;;;;;;;;;x
c_azov_adj_norse;Tanakvíslr;;;;;;;;;;;;;x
c_azov_adj_oghuz;Azakan;;;;;;;;;;;;;x
c_azov_adj_pecheneg;Jazyian;;;;;;;;;;;;;x
c_azov_adj_polish;Azowan;;;;;;;;;;;;;x
c_azov_adj_pommeranian;Azovan;;;;;;;;;;;;;x
c_azov_adj_russian;Azov;;;;;;;;;;;;;x
c_azov_adj_sardinian;Tanan;;;;;;;;;;;;;x
c_azov_adj_serbian;Azovan;;;;;;;;;;;;;x
c_azov_adj_sicilian;Tanan;;;;;;;;;;;;;x
c_azov_adj_southern_italian;Tanan;;;;;;;;;;;;;x
c_azov_adj_turkish;Azakan;;;;;;;;;;;;;x
c_azov_adj_turkmen;Azakan;;;;;;;;;;;;;x
c_azov_adj_tuscan;Tanan;;;;;;;;;;;;;x
c_azov_adj_venetian;Tanan;;;;;;;;;;;;;x
c_baalbek_adj_frankish;Balbecan;;;;;;;;;;;;;x
c_baalbek_adj_greek;Helioupolitan;Helioupolis;;;;;;;;;;;;x
c_baalbek_adj_norman;Balbecan;;;;;;;;;;;;;x
c_bacau_adj;Bacauian;;;;;;;;;;;;;x
c_bacs_adj;Bácsish;Bács;Bácsische;;Bács;;;;;;;;;x
c_bacs_adj_bohemian;Báchian;Bách;Báchische;;Bách;;;;;;;;;x
c_bacs_adj_bosnian;Bachian;Bach;Bachische;;Bach;;;;;;;;;x
c_bacs_adj_croatian;Bachian;Bach;Bachische;;Bach;;;;;;;;;x
c_bacs_adj_german;Batschian;Batsch;Batschische;;Batsch;;;;;;;;;x
c_bacs_adj_slovieni;Báchian;Bách;Báchische;;Bách;;;;;;;;;x
c_bacs_adj_oghuz;Baçian;Baç;Baçische;;Baç;;;;;;;;;x
c_bacs_adj_pecheneg;Baçian;Baç;Baçische;;Baç;;;;;;;;;x
c_bacs_adj_romanian;Bacish;Baci;Bacische;;Baci;;;;;;;;;x
c_bacs_adj_serbian;Bachian;Bach;Bachische;;Bach;;;;;;;;;x
c_bacs_adj_turkish;Baçian;Baç;Baçische;;Baç;;;;;;;;;x
c_bacs_adj_turkmen;Baçian;Baç;Baçische;;Baç;;;;;;;;;x
c_baden_adj;Badener;;;;;;;;;;;;;x
c_baghk_adj;Baghkian;Baghk;;;;;;;;;;;;x
c_baghk_adj_oghuz;Kafanian;Kafan;;;;;;;;;;;;x
c_baghk_adj_pecheneg;Kafanian;Kafan;;;;;;;;;;;;x
c_baghk_adj_persian;Kafanian;Kafan;;;;;;;;;;;;x
c_baghk_adj_turkish;Kafanian;Kafan;;;;;;;;;;;;x
c_baghk_adj_turkmen;Kafanian;Kafan;;;;;;;;;;;;x
c_bagirmi_adj;Bagirmi;;;;;;;;;;;;;x
c_bagnacavallo_adj;Bagnacavallese;;;;;;;;;;;;;x
c_bagrewand_adj;Ayrarati;Ayrarat;;;;;;;;;;;;x
c_bahnasa_adj;Bahnasí;;;;;;;;;;;;;x
c_bahnasa_adj_greek;Oxyrynchan;Oxyrynchos;;;;;;;;;;;;x
c_bahriya_adj;Bahrí;;;;;;;;;;;;;x
c_bahriya_adj_greek;Oasis Mikran;Oasis Mikra;;;;;;;;;;;;x
c_bailenahuige_adj;Baile Na H Uigeach;;;;;;;;;;;;;x
c_bakharz_adj;Bákharzi;;;;;;;;;;;;;x
c_balasaghun_adj;Balasaghun;;;;;;;;;;;;;x
c_baluchistan_adj;Baluchi;;;;;;;;;;;;;x
c_bamberg_adj;Bamberger;;;;;;;;;;;;;x
c_bambuk_adj;Bambukí;;;;;;;;;;;;;x
c_bandava_adj;Bandavaish;Bandava;Bandava;;Bandava;;;;;;;;;x
c_bangor_adj;Bangoran;;;;;;;;;;;;;x
c_bannu_adj;Bannu;;;;;;;;;;;;;x
c_bar_adj;Barrois;barroise;;;;;;;;;;;;x
c_bari_adj;Barese;;;;;;;;;;;;;x
c_bars_adj;Barsian;;;;;;;;;;;;;x
c_barth_adj;Barther;;;;;;;;;;;;;x
c_bartia_adj;Bartian;;;;;;;;;;;;;x
c_basel_adj;Basler;basler;;;;;;;;;;;;x
c_bashkirs_adj;Aghidhelian;Aghidhel;Aghidhel;;Aghidhel;;;;;;;;;x
c_bashkirs_adj_bohemian;Belayan;Belaya;Belaya;;Belaya;;;;;;;;;x
c_bashkirs_adj_bosnian;Belayan;Belaya;Belaya;;Belaya;;;;;;;;;x
c_bashkirs_adj_bulgarian;Belayan;Belaya;Belaya;;Belaya;;;;;;;;;x
c_bashkirs_adj_carantanian;Belayan;Belaya;Belaya;;Belaya;;;;;;;;;x
c_bashkirs_adj_croatian;Belayan;Belaya;Belaya;;Belaya;;;;;;;;;x
c_bashkirs_adj_slovieni;Belayan;Belaya;Belaya;;Belaya;;;;;;;;;x
c_bashkirs_adj_russian;Belayan;Belaya;Belaya;;Belaya;;;;;;;;;x
c_bashkirs_adj_serbian;Belayan;Belaya;Belaya;;Belaya;;;;;;;;;x
c_bayeux_adj;Bayeuxan;;;;;;;;;;;;;x
c_beauvais_adj;Beauvaisien;beauvaisienne;;;;;;;;;;;;x
c_bedford_adj;Bedfordish;;;;;;;;;;;;;x
c_bedford_adj_danish;Beadanfordr;;;;;;;;;;;;;x
c_bedford_adj_gothic;Beadanfordr;;;;;;;;;;;;;x
c_bedford_adj_icelandic;Beadanfordr;;;;;;;;;;;;;x
c_bedford_adj_norse;Beadanfordr;;;;;;;;;;;;;x
c_bedford_adj_norsegaelic;Beadanfordr;;;;;;;;;;;;;x
c_bedford_adj_norwegian;Beadanfordr;;;;;;;;;;;;;x
c_bedford_adj_saxon;Beadanfordisc;;;;;;;;;;;;;x
c_bedford_adj_swedish;Beadanfordr;;;;;;;;;;;;;x
c_beersheb_adj_andalusian_arabic;Nablusi;Nablus;;;;;;;;;;;;x
c_beersheb_adj_bedouin_arabic;Nablusi;Nablus;;;;;;;;;;;;x
c_beersheb_adj_egyptian_arabic;Nablusi;Nablus;;;;;;;;;;;;x
c_beersheb_adj_greek;Neapolitan;Neapolis;;;;;;;;;;;;x
c_beersheb_adj_levantine_arabic;Nablusi;Nablus;;;;;;;;;;;;x
c_beersheb_adj_maghreb_arabic;Nablusi;Nablus;;;;;;;;;;;;x
c_beersheb_adj_masmuda;Nablusi;Nablus;;;;;;;;;;;;x
c_beersheb_adj_sanhaja;Nablusi;Nablus;;;;;;;;;;;;x
c_beersheb_adj_sicilian_arabic;Nablusi;Nablus;;;;;;;;;;;;x
c_beersheb_adj_tagelmust;Nablusi;Nablus;;;;;;;;;;;;x
c_beersheb_adj_tuareg;Nablusi;Nablus;;;;;;;;;;;;x
c_beersheb_adj_zanata;Nablusi;Nablus;;;;;;;;;;;;x
c_begemder_adj;Begemderan;;;;;;;;;;;;;x
c_beirut_adj_greek;Berytan;Berytos;;;;;;;;;;;;x
c_beja_adj;Bejense;;;;;;;;;;;;;x
c_bejaija_adj;Bijí;;;;;;;;;;;;;x
c_bejaija_adj_greek;Saldaian;Saldae;;;;;;;;;;;;x
c_bejaija_adj_roman;Saldaian;Saldae;;;;;;;;;;;;x
c_bekes_adj;Békésian;Békés;Békésische;;Békés;;;;;;;;;x
c_bekes_adj_bohemian;Békéšan;Békéš;Békéšer;;Békéš;;;;;;;;;x
c_bekes_adj_german;Bekeschian;Bekesch;Bekescher;;Bekesch;;;;;;;;;x
c_bekes_adj_slovieni;Békéšan;Békéš;Békéšer;;Békéš;;;;;;;;;x
c_bekes_adj_romanian;Bischishian;Bischish;Bischisher;;Bischish;;;;;;;;;x
c_belgard_adj;Belgarder;;;;;;;;;;;;;x
c_belgorod_russia_adj;Belgorod;;;;;;;;;;;;;x
c_belgrade_adj;Belgradan;Belgrad;;;Belgrad;;;;;;;;;x
c_belgrade_adj_central_italian;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_belgrade_adj_corsican;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_belgrade_adj_crimean_gothic;Singidounan;Singidounon;;;Singidounon;;;;;;;;;x
c_belgrade_adj_dalmatian;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_belgrade_adj_greek;Singidounan;Singidounon;;;Singidounon;;;;;;;;;x
c_belgrade_adj_hungarian;Nándorfehérvári;;;;;;;;;;;;;x
c_belgrade_adj_italian;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_belgrade_adj_ligurian;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_belgrade_adj_neapolitan;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_belgrade_adj_roman;Singidunuman;Singidunum;;;Singidunum;;;;;;;;;x
c_belgrade_adj_sardinian;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_belgrade_adj_sicilian;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_belgrade_adj_southern_italian;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_belgrade_adj_szekely;Nándorfehérvári;;;;;;;;;;;;;x
c_belgrade_adj_tuscan;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_belgrade_adj_venetian;Belgradoese;Belgrado;;;Belgrado;;;;;;;;;x
c_beloozero_adj;Beloozerian;;;;;;;;;;;;;x
c_belz_adj;Belski;;;;;;;;;;;;;x
c_benevento_adj;Buonalberghese;;;;;;;;;;;;;x
c_benghazi_adj;Barqí;;;;;;;;;;;;;x
c_benghazi_adj_greek;Kyrenian;Kyrene;;;;;;;;;;;;x
c_beni_yanni_adj;Jijílí;;;;;;;;;;;;;x
c_beni_yanni_adj_greek;Igilgilan;Igilgili;;;;;;;;;;;;x
c_beni_yanni_adj_roman;Igilgilan;Igilgili;;;;;;;;;;;;x
c_bentheim_adj;Bentheimer;;;;;;;;;;;;;x
c_bereg_adj;Somogyian;;;;;;;;;;;;;x
c_beresty_adj;Berestyan;;;;;;;;;;;;;x
c_berg_adj;Berger;;;;;;;;;;;;;x
c_bergamo_adj;Bergamasque;;;;;;;;;;;;;x
c_bergenshus_adj;Horðr;;;;;;;;;;;;;x
c_berks_adj;Berkshireish;;;;;;;;;;;;;x
c_bertinoro_adj;Bertinoresi;;;;;;;;;;;;;x
c_besancon_adj;Bisontin;bisontine;;;;;;;;;;;;x
c_bezhetsky_verh_adj;Ladogan;;;;;;;;;;;;;x
c_beziers_adj;Besièrs;;;;;;;;;;;;;x
c_bhakkar_adj;Bhakkari;;;;;;;;;;;;;x
c_bigorre_adj;Bigorrais;;;;;;;;;;;;;x
c_bihar_adj;Biharian;Bihar;Biharische;;Bihar;;;;;;;;;x
c_bihar_adj_bohemian;Bihárian;Bihár;Bihárische;;Bihár;;;;;;;;;x
c_bihar_adj_slovieni;Bihárian;Bihár;Bihárische;;Bihár;;;;;;;;;x
c_bihar_adj_romanian;Bihorian;Bihor;Bihorische;;Bihor;;;;;;;;;x
c_bilbays_adj;Bilbaysí;Bilbays;;;;;;;;;;;;x
c_bilbays_adj_greek;Bilbeisi;Bilbeis;;;;;;;;;;;;x
c_bilma_adj;Bilmí;;;;;;;;;;;;;x
c_bilyar_adj;Bilärian;Bilär;Bilär;;Bilär;;;;;;;;;x
c_bilyar_adj_avar;Bülerian;Büler;Büler;;Büler;;;;;;;;;x
c_bilyar_adj_bohemian;Bilirian;Bilir;Bilir;;Bilir;;;;;;;;;x
c_bilyar_adj_bolghar;Bülerian;Büler;Büler;;Büler;;;;;;;;;x
c_bilyar_adj_bosnian;Bilirian;Bilir;Bilir;;Bilir;;;;;;;;;x
c_bilyar_adj_bulgarian;Bilirian;Bilir;Bilir;;Bilir;;;;;;;;;x
c_bilyar_adj_carantanian;Bilirian;Bilir;Bilir;;Bilir;;;;;;;;;x
c_bilyar_adj_croatian;Bilirian;Bilir;Bilir;;Bilir;;;;;;;;;x
c_bilyar_adj_khavar;Bülerian;Büler;Büler;;Büler;;;;;;;;;x
c_bilyar_adj_khazar;Bülerian;Büler;Büler;;Büler;;;;;;;;;x
c_bilyar_adj_slovieni;Bilirian;Bilir;Bilir;;Bilir;;;;;;;;;x
c_bilyar_adj_russian;Bilir;;;;;;;;;;;;;x
c_bilyar_adj_serbian;Bilirian;Bilir;Bilir;;Bilir;;;;;;;;;x
c_binduku_adj;Bindukí;;;;;;;;;;;;;x
c_bira_adj;Nasíbínan;Nasíbín;;;;;;;;;;;;x
c_bira_adj_armenian;Mtsbinan;Mtsbin;;;;;;;;;;;;x
c_bira_adj_greek;Nisibinan;Nisibis;;;;;;;;;;;;x
c_bira_adj_oghuz;Nusaybinan;Nusaybin;;;;;;;;;;;;x
c_bira_adj_turkish;Nusaybinan;Nusaybin;;;;;;;;;;;;x
c_bira_adj_turkmen;Nusaybinan;Nusaybin;;;;;;;;;;;;x
c_birumgrein_adj;Birumgreiní;;;;;;;;;;;;;x
c_biserno_adj;Volterran;;;;;;;;;;;;;x
c_biskra_adj;Biskrí;;;;;;;;;;;;;x
c_biskra_adj_greek;Vesceran;Vescera;;;;;;;;;;;;x
c_biskra_adj_roman;Vesceran;Vescera;;;;;;;;;;;;x
c_biyar_adj;Biyari;;;;;;;;;;;;;x
c_bizerte_adj;Banzartí;;;;;;;;;;;;;x
c_bizerte_adj_greek;Hippo Diarrhytan;Hippo Diarrhytos;;;;;;;;;;;;x
c_bizerte_adj_roman;Hippo Diarrhytan;Hippo Diarrhytus;;;;;;;;;;;;x
c_bjarmia_adj;Pinegan;Pinega;Pinega;;Pinega;;;;;;;;;x
c_blamont_adj;Blâmontais;blâmontaise;;;;;;;;;;;;x
c_blankenburg_adj;Blankenburger;;;;;;;;;;;;;x
c_blekinge_adj;Blekynghr;;;;;;;;;;;;;x
c_bod_adj;Bodeach;;;;;;;;;;;;;x
c_boleslav_adj;Kladskian;;;;;;;;;;;;;x
c_bologna_adj;Bolognese;;;;;;;;;;;;;x
c_borgovalle_adj;Borgovallese;;;;;;;;;;;;;x
c_bornholm_adj;Burghændæholmr;;;;;;;;;;;;;x
c_bornu_adj;Bornu;;;;;;;;;;;;;x
c_bosco_adj;Boschese;;;;;;;;;;;;;x
c_bourbon_adj;Bourbonnais;;;;;;;;;;;;;x
c_bourges_adj;Berruyer;berruyère;;;;;;;;;;;;x
c_brabant_adj;Löwener;;;;;;;;;;;;;x
c_brac_adj;Bracan;;;;;;;;;;;;;x
c_braga_adj;Bracarense;;;;;;;;;;;;;x
c_brandenburg_adj;Mittelmarker;;;;;;;;;;;;;x
c_branicevo_adj;Branicevan;Branicevo;;;;;;;;;;;;x
c_branicevo_adj_alan;Viminacionian;Viminacion;;;;;;;;;;;;x
c_branicevo_adj_arberian;Viminacionian;Viminacion;;;;;;;;;;;;x
c_branicevo_adj_armenian;Viminacionian;Viminacion;;;;;;;;;;;;x
c_branicevo_adj_georgian;Viminacionian;Viminacion;;;;;;;;;;;;x
c_branicevo_adj_greek;Viminacionian;Viminacion;;;;;;;;;;;;x
c_branicevo_adj_oghuz;Alaga Hisaran;Alaga Hisar;;;;;;;;;;;;x
c_branicevo_adj_turkish;Alaga Hisaran;Alaga Hisar;;;;;;;;;;;;x
c_branicevo_adj_turkmen;Alaga Hisaran;Alaga Hisar;;;;;;;;;;;;x
c_braslaw_adj;Braslovian;;;;;;;;;;;;;x
c_braunschweig_adj;Braunschweiger;;;;;;;;;;;;;x
c_breda_adj;Antwerpener;;;;;;;;;;;;;x
c_brega_adj;Bregh;;;;;;;;;;;;;x
c_brehna_adj;Brehnaer;;;;;;;;;;;;;x
c_breifne_adj;Leitrimian;Leitrimiane;Leitrimer;;Leitrimiana;;;;;;;;;x
c_breisgau_adj;Breisgauer;;;;;;;;;;;;;x
c_bremen_adj;Bremener;;;;;;;;;;;;;x
c_brescia_adj;Brescian;;;;;;;;;;;;;x
c_bresse_adj;Bressan;bressane;;;;;;;;;;;;x
c_bribir_adj;Bribiran;;;;;;;;;;;;;x
c_brie_adj;Briard;briarde;;;;;;;;;;;;x
c_brno_adj;Brunner;;;;;;;;;;;;;x
c_brussel_adj;Brüssel;;;;;;;;;;;;;x
c_bryansk_adj;Vshchizh;;;;;;;;;;;;;x
c_brycheiniog_adj;Brycheiniogeg;;;;;;;;;;;;;x
c_buchan_adj;Banffeach;;;;;;;;;;;;;x
c_bucks_adj;Buckinghamish;;;;;;;;;;;;;x
c_buellt_adj;Buellteg;;;;;;;;;;;;;x
c_buhairya_adj;Hawfí;;;;;;;;;;;;;x
c_buhairya_adj_greek;Hermopolitan;Hermopolis;;;;;;;;;;;;x
c_bulgar_adj;Bolgar;;;;;;;;;;;;;x
c_bulgar_adj_bohemian;Bulgar;;;;;;;;;;;;;x
c_bulgar_adj_bosnian;Bulgar;;;;;;;;;;;;;x
c_bulgar_adj_bulgarian;Bulgar;;;;;;;;;;;;;x
c_bulgar_adj_carantanian;Bulgar;;;;;;;;;;;;;x
c_bulgar_adj_croatian;Bulgar;;;;;;;;;;;;;x
c_bulgar_adj_slovieni;Bulgar;;;;;;;;;;;;;x
c_bulgar_adj_russian;Bulgar;;;;;;;;;;;;;x
c_bulgar_adj_serbian;Bulgar;;;;;;;;;;;;;x
c_bur_adj;Bur;;;;;;;;;;;;;x
c_bure_adj;Burí;;;;;;;;;;;;;x
c_burtasy_adj;Baryshian;Barysh;Barysh;;Barysh;;;;;;;;;x
c_burtasy_adj_avar;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_bashkir;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_bolghar;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_cuman;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_karluk;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_khavar;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_khazar;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_khitan;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_kirghiz;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_lettigallish;Baryshasian;Baryshas;Baryshas;;Baryshas;;;;;;;;;x
c_burtasy_adj_lithuanian;Baryshasian;Baryshas;Baryshas;;Baryshas;;;;;;;;;x
c_burtasy_adj_mongol;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_oghuz;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_pecheneg;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_prussian;Baryshasian;Baryshas;Baryshas;;Baryshas;;;;;;;;;x
c_burtasy_adj_turkish;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_turkmen;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burtasy_adj_uyghur;Barishian;Barish;Barish;;Barish;;;;;;;;;x
c_burzenland_adj;Barcaságish;Barcaság;Barcaságische;;Barcaság;;;;;;;;;x
c_burzenland_adj_german;Burzenlandish;Burzenland;Burzenlander;;Burzenland;;;;;;;;;x
c_burzenland_adj_romanian;Tara Bârseian;Tara Bârsei;Tara Bârseische;;Tara Bârsei;;;;;;;;;x
c_butana_adj;Butanan;;;;;;;;;;;;;x
c_butanya_adj;Butaní;;;;;;;;;;;;;x
c_buzau_adj;Buzauan;;;;;;;;;;;;;x
c_byzantion_adj_andalusian_arabic;Qustantiniyan;Qustantiniyah;;;;;;;;;;;;x
c_byzantion_adj_anglonorse;Miklagarðrian;Miklagarðr;;;;;;;;;;;;x
c_byzantion_adj_bedouin_arabic;Qustantiniyan;Qustantiniyah;;;;;;;;;;;;x
c_byzantion_adj_bohemian;Carzihradan;Carzihrad;;;;;;;;;;;;x
c_byzantion_adj_bosnian;Tsargradian;Tsargrad;;;;;;;;;;;;x
c_byzantion_adj_bulgarian;Tsargradian;Tsargrad;;;;;;;;;;;;x
c_byzantion_adj_carantanian;Tsargradian;Tsargrad;;;;;;;;;;;;x
c_byzantion_adj_croatian;Tsargradian;Tsargrad;;;;;;;;;;;;x
c_byzantion_adj_danish;Miklagarðrian;Miklagarðr;;;;;;;;;;;;x
c_byzantion_adj_egyptian_arabic;Qustantiniyan;Qustantiniyah;;;;;;;;;;;;x
c_byzantion_adj_gothic;Miklagarðrian;Miklagarðr;;;;;;;;;;;;x
c_byzantion_adj_icelandic;Miklagarðrian;Miklagarðr;;;;;;;;;;;;x
c_byzantion_adj_kurdish;Qustantiniyan;Qustantiniyah;;;;;;;;;;;;x
c_byzantion_adj_levantine_arabic;Qustantiniyan;Qustantiniyah;;;;;;;;;;;;x
c_byzantion_adj_maghreb_arabic;Qustantiniyan;Qustantiniyah;;;;;;;;;;;;x
c_byzantion_adj_slovieni;Carzihradan;Carzihrad;;;;;;;;;;;;x
c_byzantion_adj_norse;Miklagarðrian;Miklagarðr;;;;;;;;;;;;x
c_byzantion_adj_norsegaelic;Miklagarðrian;Miklagarðr;;;;;;;;;;;;x
c_byzantion_adj_norwegian;Miklagarðrian;Miklagarðr;;;;;;;;;;;;x
c_byzantion_adj_oghuz;Kostantiniyyan;Kostantiniyye;;;;;;;;;;;;x
c_byzantion_adj_polish;Tsargradian;Tsargrad;;;;;;;;;;;;x
c_byzantion_adj_pommeranian;Tsargradian;Tsargrad;;;;;;;;;;;;x
c_byzantion_adj_russian;Tsargrad;;;;;;;;;;;;;x
c_byzantion_adj_saxon;Miklagarðrian;Miklagarðr;;;;;;;;;;;;x
c_byzantion_adj_serbian;Tsargradian;Tsargrad;;;;;;;;;;;;x
c_byzantion_adj_swedish;Miklagarðrian;Miklagarðr;;;;;;;;;;;;x
c_byzantion_adj_turkish;Kostantiniyyan;Kostantiniyye;;;;;;;;;;;;x
c_byzantion_adj_turkmen;Kostantiniyyan;Kostantiniyye;;;;;;;;;;;;x
c_bznunik_adj;Khlatian;Khlat;;;;;;;;;;;;x
c_bznunik_adj_andalusian_arabic;Akhlátan;Akhlát;;;;;;;;;;;;x
c_bznunik_adj_bedouin_arabic;Akhlátan;Akhlát;;;;;;;;;;;;x
